8697;193.219.218.0;25;ASG - DMVPN Tunnel evidence - UNIA,  on FR-ASG-PE01;12410;14;22;
8698;193.219.218.128;25;ASG - DMVPN Tunnel evidence - UNIA,  on FR-ASG-PE02;12410;14;22;
8699;193.219.219.0;25;BTZ - DMVPN Tunnel evidence - UNIA, on LU-BTZ-PE01;12410;14;22;
8700;193.219.219.128;25;BTZ - DMVPN Tunnel evidence - UNIA, on LU-BTZ-PE02;12410;14;22;
8702;193.219.224.0;27;Aussaguel - DMVPN tunnel evidence on FR-ASG-PE01, OCHA;8703;5;22;
8703;193.219.224.0;23;Aussaguel - DMVPN tunnel evidence;8586;0;22;
8705;193.219.224.32;27;Aussaguel - DMVPN tunnel evidence on FR-ASG-PE02, OCHA;8703;5;22;
8706;193.219.224.64;28;Aussaguel - DMVPN tunnel evidence on FR-ASG-PE01, UNFPA;8703;15;22;
8707;193.219.224.80;28;Aussaguel - DMVPN tunnel evidence on FR-ASG-PE02, UNFPA;8703;15;22;
8711;193.219.226.0;27;Betzdorf - DMVPN tunnel evidence on LU-BTZ-PE01, OCHA;12409;5;22;
8712;193.219.226.32;27;Betzdorf - DMVPN tunnel evidence on LU-BTZ-PE02, OCHA;12409;5;22;
8716;193.219.228.0;29;VoIP - UNDP-SITE100 (UNIA);8717;14;22;T-IP-2013UNDP-VoIP
8717;193.219.228.0;22;VoIP - UNDP-SITEs assignments;8586;14;22;T-IP-2013UNDP-VOIP
8718;193.219.228.8;29;VoIP - UNDP-SITE77 (UNIA);8717;14;22;T-IP-2013UNDP-VoIP
8719;193.219.228.16;29;VoIP - UNDP-SITE85 (UNIA);8717;14;22;T-IP-2013UNDP-VoIP
8721;193.219.228.32;29;VoIP - UNDP-SITE87 (UNIA);8717;14;22;T-IP-2013UNDP-VoIP
8722;193.219.228.40;29;VoIP - UNDP-SITE104 (UNIA);8717;14;22;T-IP-2013UNDP-VoIP
8723;193.219.228.48;29;VoIP - UNDP-SITE98 (UNIA);8717;14;22;T-IP-2013UNDP-VoIP
