9791;77.70.195.8;30;TC-Land017 - modem-router PtP;8557;63;22;
9792;77.70.195.12;30;TC-Land018 - modem-router PtP;8557;63;22;
9793;77.70.195.16;30;TC-Land028 PTP_Cisco-MikroTik;8557;63;22;
9794;77.70.195.20;30;TC-Land029 PTP_Cisco-MikroTik;8557;63;22;
9795;77.70.195.24;30;TC-Land021 - modem-router PtP;8557;63;22;
9796;77.70.195.28;30;TC-Land022 - modem-router PtP;8557;63;22;
9799;77.70.195.32;30;TC-Land023 - modem-router PtP;8557;63;22;
9800;77.70.195.36;30;TC-Land024 - modem-router PtP;8557;63;22;
9801;77.70.195.40;30;TC-Land025 - modem-router PtP;8557;63;22;
9802;77.70.195.44;30;TC-Land019 PTP_Cisco-MikroTik;8557;63;22;
9826;77.70.197.64;30;TC-Land029;8566;50;22;
9858;77.70.176.48;30;TC-Land018;8485;62;22;
9859;77.70.176.52;30;NAPA PEs - NTP Loopback;8485;62;22;
9867;77.70.146.40;30;PtP with Aussaguel HUB for internet feed - primary;8253;50;22;
9879;77.70.193.72;29;London TH2 - PtP, ISP routers VDOM07-NBM;8535;0;22;
9882;77.70.193.160;29;London TH2 - PtP, PE routers VRF TERANGA - vdom V09;8535;0;22;
10056;77.70.164.0;24;Announcement via Amsterdam AS44933;8483;0;22;
10071;77.70.164.16;29;DM-MONITORING;10056;0;22;
10072;77.70.164.16;30;loopback;10071;0;22;
10079;77.70.176.64;29;Backbone - Hosting  Nexus Exinda M&C;8485;62;22;
10080;77.70.176.72;29;Backbone - Hosting Nexus Exinda Bridge;8485;62;22;
10081;77.70.176.80;29;Backbone - Temporary ClearSky ticket, Interco to ASG OneLab;8485;62;22;
10159;77.70.199.0;24;Backbone and ineternal services assignments via London TH2;8533;0;22;
10160;77.70.198.0;25;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;8533;0;22;
10164;77.70.198.16;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10165;77.70.198.24;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10166;77.70.198.32;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10167;77.70.198.40;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10168;77.70.198.48;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10169;77.70.198.56;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10170;77.70.198.64;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10171;77.70.198.72;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10172;77.70.198.80;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10173;77.70.198.88;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10174;77.70.198.96;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10175;77.70.198.104;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10176;77.70.198.112;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10177;77.70.198.120;29;EIK HUB PTP IP space for reaching Internet in LTH2 via various VRFs;10160;0;22;
10198;77.70.226.0;24;EIK - HUB PtP Subnets;8577;50;22;
10213;77.70.197.48;30;TC-Land026;8566;0;22;
10214;77.70.197.52;30;TC-Land027;8566;0;22;
10215;77.70.197.56;30;TC-Land028;8566;0;22;
10217;77.70.195.48;30;TC-Land020 PtP Cisco-MikroTik;8557;0;22;
10218;77.70.195.52;30;TC-Land026 PtP Cisco-MikroTik;8557;0;22;
10219;77.70.195.56;30;TC-Land027 PtP Cisco-MikroTik;8557;0;22;
10220;77.70.195.60;30;LTH2 remote site PtP - free;8557;0;22;
10266;77.70.193.240;30;London TH2 - PtP, UK-LTH2-PE1, MPLSoGRE;8546;0;22;
10267;77.70.193.244;30;London TH2 - PtP, UK-LTH2-PE2, MPLSoGRE;8546;0;22;
10291;77.70.193.80;29;London TH2 - PtP, ISP routers VDOM08-OOB;8535;0;22;
10292;77.70.193.88;29;London TH2 - PtP, ISP routers VDOM09-TERANGA;8535;0;22;
10309;77.70.152.160;30;Dialog PtP - ROXGOLD-SITE02;8316;50;22;
10310;77.70.152.164;30;Dialog PtP - TFM-SITE02;8316;50;22;
10311;77.70.152.168;30;Dialog PtP - REMINAC-SITE01;8316;50;22;
10315;77.70.152.184;30;Dialog PtP - ECHO-SITE16 Tunel for TEST;8316;50;22;
10316;77.70.152.188;30;Dialog PtP - GRR-SITE01;8316;51;22;
10346;77.70.193.200;29;London TH2 -  PtP, PE routers vrf UNICEF-NOMEGA, reuse for Sparkle POC;8535;0;22;
10349;77.70.193.96;29;London TH2 - PtP, ISP routers - FTG V02-IA-LTH2-P, Sparkle POC;8535;0;22;
10351;77.70.193.112;29;London TH2 - PtP, ISP routers - KCA;8535;0;22;
10359;77.70.196.0;29;KCA-Deutag, hosting;8565;0;22;
10381;77.70.146.80;29;Aussaguel - backbone PtP, Dialog, Air9-Satnet1, vrf IA-TH2-U;8253;0;22;
10433;77.70.146.96;29;Paris TH2 - PtP, FR-PTH2-FWC01-SatADSL;8253;0;22;
10528;77.70.181.0;30;CST-SITE01: Newtec modem  - router;10477;60;22;
10535;77.70.194.24;29;Betzdorf - backbone PtP, Dialog, vrf IA-LTH2-P, AIR3 SATNET2;8548;51;22;
10558;77.70.151.16;29;Betzdorf - backbone PtP, Dialog, AIR4-Satnet3, vrf IA-TH2-U;8309;50;22;
10559;77.70.151.24;29;Betzdorf - backbone PtP, Dialog, AIR3-Satnet2, vrf IA-TH2-P;8309;51;22;
10598;77.70.156.144;30;TAPI-SITE03-VOIP;8380;50;22;
10599;77.70.156.148;30;TAPI-SITE04-VOIP;8380;50;22;
10600;77.70.156.152;30;TAPI-SITE06-VOIP;8380;50;22;
10601;77.70.156.156;30;TAPI-SITE07-VOIP;8380;50;22;
10644;77.70.152.48;29;Dialog PtP - MUMI-SITE01;8316;50;22;
10645;77.70.146.88;29;Aussaguel - backbone PtP, Dialog, Air9-Satnet1, vrf IA-TH2-U, Riverbed OPT;8253;50;22;
10698;77.70.197.68;30;TC-Land030;8566;0;22;
10704;77.70.152.208;30;Dialog PtP - ECHO-SITE16;8316;50;22;
10705;77.70.152.212;30;Dialog PtP - KCC-SITE07;8316;0;22;
10706;77.70.152.216;30;Dialog PtP - TFM-SITE03;8316;50;22;
10707;77.70.152.220;30;Dialog PtP - SARA-SITE02;8316;50;22;
10956;77.70.207.0;24;Sparkle POC, reuse vrf UNICEF-NOMEGA, without Megaport peering;8574;0;22;
11127;77.70.159.40;30;LAB, PtP FR-ASG-SUPFW (vd V02) - SBM-ASG-FW (vd TEST);6979;0;17;
11128;77.70.159.44;30;LAB, PtP FR-ASG-SUPFW (vd V02) - SBM-ASG-FW (vd TEST2);6979;0;17;
11161;77.70.195.252;30;LTH2 remote site ptp - UNICEF-POC;8557;63;22;
11164;77.70.206.0;24;Sparkle POC , vrf IA-LTH2-U, with Megaport peering;8574;63;22;
11167;77.70.206.0;29;Aussaguel - MPLS backbone PtP to OneLab, vrf IA-LTH2-U;11164;63;22;
11168;77.70.206.8;29;Aussaguel - OneLab backbone PtP to Dialog, Air1-Satnet1, vrf IA-LTH2-U;11164;63;22;
11169;77.70.207.0;29;Aussaguel - MPLS backbone PtP to OneLab, vrf UNICEF-NOMEGA, reuse for Sparkle POC;10956;0;22;
11170;77.70.207.8;29;Aussaguel - OneLab backbone PtP to Dialog, Air1-Satnet1, vrf UNICEF-NOMEGA, reuse for Sparkle POC;10956;0;22;
11172;77.70.206.16;29;Aussaguel - OneLab backbone PtP to SPARKLE-POC Branch#4, (Emulated VSAT),vrf IA-LTH2-U;11164;63;22;
11173;77.70.207.16;29;Aussaguel - OneLab backbone PtP to SPARKLE-POC Branch#4, (Direct Internet),vrf UNICEF-NOMEGA;10956;0;22;
11186;77.70.146.104;29;Aussaguel - backbone PtP Dialog, AIR13SN1, vrf IA-TH2-U;8253;0;22;
11192;77.70.179.128;31;US-NTH2-PE0x Loopback/ public BGP router IDs;12077;62;22;
11193;77.70.206.64;29;Aussaguel - OneLab Dialog DNS bind IP pool, Air1-Satnet1, vrf IA-LTH2-U;11164;63;22;
11194;77.70.207.64;29;Aussaguel - OneLab Dialog DNS bind IP pool, Air1-Satnet1, vrf UNICEF-NOMEGA, reuse for Sparkle POC;10956;0;22;
11538;77.70.181.8;30;EMSA-SITE01: Newtec modem - router;10477;62;22;
11550;77.70.162.76;30;EVENTS VSAT reserved;8473;0;22;
11583;77.70.206.72;29;Aussaguel - OneLab backbone PtP to SPARKLE-POC Branch#3, (Emulated VSAT),vrf IA-LTH2-U;11164;63;22;
11591;77.70.181.16;30;UNICEF-SITE01 -  Dialog - router PtP;10477;62;22;
11592;77.70.181.20;30;UNICEF-SITE02 - Newtec - router PtP;10477;62;22;
11609;77.70.168.0;23;IRC sites;8484;50;22;
11713;77.70.153.8;30;Dialog PtP - IRC-SITE03;8316;50;22;
11716;77.70.153.20;30;Dialog PtP - IRC-SITE06;8316;50;22;
11718;77.70.153.28;30;Dialog PtP - IRC-SITE08;8316;50;22;
11719;77.70.153.32;30;Dialog PtP - IRC-SITE09;8316;50;22;
11720;77.70.153.36;30;Dialog PtP - IRC-SITE10;8316;50;22;
11721;77.70.153.40;30;Dialog PtP - IRC-SITE11;8316;50;22;
11727;77.70.153.64;30;Dialog PtP - IRC-SITE17;8316;50;22;
11728;77.70.153.68;30;Dialog PtP - IRC-SITE18;8316;50;22;
11729;77.70.153.72;30;Dialog PtP - IRC-SITE19;8316;50;22;
11730;77.70.153.76;30;Dialog PtP - IRC-SITE20;8316;50;22;
11731;77.70.153.80;30;Dialog PtP - IRC-SITE21;8316;50;22;
11732;77.70.153.84;30;Dialog PtP - IRC-SITE22;8316;50;22;
11733;77.70.153.88;30;Dialog PtP - IRC-SITE23;8316;50;22;
11735;77.70.153.96;30;Dialog PtP - IRC-SITE25;8316;50;22;
11736;77.70.153.100;30;Dialog PtP - IRC-SITE26;8316;50;22;
11738;77.70.153.108;30;Dialog PtP - IRC-SITE28;8316;50;22;
11739;77.70.153.112;30;Dialog PtP - IRC-SITE29;8316;50;22;
11740;77.70.153.116;30;Dialog PtP - IRC-SITE30;8316;50;22;
11741;77.70.153.120;30;Dialog PtP - IRC-SITE31;8316;50;22;
11742;77.70.153.124;30;Dialog PtP - IRC-SITE32;8316;50;22;
11743;77.70.153.128;30;Dialog PtP - IRC-SITE33;8316;50;22;
