77.70.137.16;/29;UNICEF-SITE167 - customer LAN
77.70.137.24;/29;UNICEF-SITE169 - customer LAN
77.70.137.32;/29;UNICEF-SITE170 - customer LAN
77.70.137.40;/29;UNICEF-SITE170GUEST - customer LAN
77.70.137.56;/29;UNICEF-SITE180 - customer LAN
77.70.137.72;/29;UNICEF-SITE193 - customer LAN
77.70.137.80;/29;UNICEF-SITE250 - customer LAN
77.70.137.88;/29;UNICEF-SITE251 - customer LAN
77.70.137.96;/29;UNICEF-SITE253 - customer LAN
77.70.137.112;/29;UNICEF-SITE325 - customer LAN
77.70.142.0;/29;ACF-SITE001   
77.70.142.8;/29;ACF-SITE002   
77.70.142.16;/29;ACF-SITE003   
77.70.142.24;/29;ACF-SITE004   
77.70.142.32;/29;ACF-SITE005   
77.70.142.72;/29;RAHO-SITE01 (vlan: 310 -
77.70.142.80;/29;RAHO-SITE02 (vlan: 310 -
77.70.142.88;/29;MMP-SITE01   
77.70.142.144;/29;SOCFIN-SITE12   
77.70.142.152;/29;SOCFIN-SITE13   
77.70.142.160;/29;SOCFIN-SITE09   
77.70.142.168;/29;SOCFIN-SITE10   
77.70.142.176;/29;SOCFIN-SITE11   
77.70.142.184;/29;SOCFIN-SITE14   
77.70.142.192;/29;TOTAL-SITE27   
77.70.142.200;/29;NSPA-SITE02   
77.70.142.208;/29;NSPA-SITE03   
77.70.142.216;/29;NSPA-SITE04   
77.70.142.224;/28;OSCE-SITE01   
77.70.142.240;/29;OSCE-SITE03   
77.70.142.248;/29;OSCE-SITE04   
77.70.143.0;/29;OSCE-SITE05   
77.70.143.88;/29;NSPA-SITE06   
77.70.143.128;/29;IOM-SITE06 Customer LAN 
77.70.143.136;/29;IOM-SITE07 Customer LAN 
77.70.143.144;/29;IOM-SITE08 Customer LAN 
77.70.143.152;/29;IOM-SITE09 Customer LAN 
77.70.143.160;/29;IOM-SITE10 Customer LAN -
77.70.143.168;/29;IOM-SITE11 Customer LAN -
77.70.143.176;/29;IOM-SITE12 Customer LAN -
77.70.143.184;/29;IOM-SITE13 Customer LAN -
77.70.143.192;/29;IOM-SITE14 Customer LAN -
77.70.143.200;/29;IOM-SITE15 Customer LAN -
77.70.143.208;/29;IOM-SITE16 Customer LAN -
77.70.143.216;/29;IOM-SITE17 Customer LAN -
77.70.156.0;/27;ILRI-SITE01   
77.70.156.32;/29;OREZONE-SITE01   
77.70.156.40;/29;SOMI-SITE02   
77.70.156.48;/29;ASG-SEC-TEST-SITE01   
77.70.156.56;/29;TFM-SITE02   
77.70.156.64;/30;TAPI-SITE01 (vlan: 710 -
77.70.156.68;/30;TAPI-SITE02 (vlan: 710 -
77.70.156.72;/30;TAPI-SITE03 (vlan: 710 -
77.70.156.76;/30;TAPI-SITE04 (vlan: 710 -
77.70.156.80;/30;TAPI-SITE05 (vlan: 710 -
77.70.156.84;/30;TAPI-SITE06 (vlan: 710 -
77.70.156.88;/30;TAPI-SITE07 (vlan: 710 -
77.70.156.92;/30;TAPI-SITE08 (vlan: 710 -
77.70.156.96;/30;TAPI-SITE09 (vlan: 710 -
77.70.156.100;/30;TAPI-SITE09-VOIP   
77.70.156.104;/29;SOCFIN-SITE03   
77.70.156.112;/29;TFM-SITE01   
77.70.156.120;/29;AIR-SITE01-GAO-MALI-LAN   
77.70.156.128;/29;DRC-SITE01   
77.70.156.136;/29;TFM-SITE03   
77.70.156.144;/30;TAPI-SITE03-VOIP   
77.70.156.148;/30;TAPI-SITE04-VOIP   
77.70.156.152;/30;TAPI-SITE06-VOIP   
77.70.156.156;/30;TAPI-SITE07-VOIP   
77.70.156.160;/29;ROXGOLD-SITE01   
77.70.156.168;/29;ROXGOLD-SITE02   
77.70.156.176;/28;KCC-SITE07   
77.70.156.192;/29;GIANT-SITE06   
77.70.156.200;/29;GIANT-SITE07   
77.70.156.208;/29;GIANT-SITE08   
77.70.156.216;/29;DRC-SITE02   
77.70.156.224;/31;PER-SITE03 NATted Internet data
77.70.156.226;/31;PER-SITE06 NATted Internet data
77.70.156.228;/30;VECT-SITE01 (vlan: 310 -
77.70.156.232;/29;CHAI-SITE10 (vlan: 310 -
77.70.156.240;/29;UNFPA-SITE81   
77.70.156.248;/29;REMINAC-SITE01   
77.70.157.4;/30;SOCFIN-SITE02   
77.70.157.8;/29;DRC-SITE03   
77.70.157.16;/29;DRC-SITE04   
77.70.157.24;/29;SMM-SITE01 (vlan: 110 -
77.70.157.32;/31;PER-SITE04 NATted Internet data
77.70.157.34;/31;PER-SITE05 NATted Internet data
77.70.157.40;/29;PUI-SITE001   
77.70.157.48;/29;PUI-SITE002   
77.70.157.56;/29;PUI-SITE003   
77.70.157.64;/29;PUI-SITE004   
77.70.157.72;/29;IOM-SITE04   
77.70.157.84;/30;SOCFIN-SITE01   
77.70.157.88;/29;GDRC-SITE01   
77.70.157.96;/28;ASTECH-SITE03   
77.70.157.112;/29;HAR-SITE01   
77.70.157.120;/29;HAR-SITE02   
77.70.157.128;/29;MEDCN-SITE01   
77.70.157.136;/29;MEDCN-SITE02   
77.70.157.144;/29;IMC-SITE02   
77.70.157.152;/29;IMC-SITE01   
77.70.157.160;/28;ASTECH-SITE01   
77.70.157.176;/29;TEARFUND-SITE07   
77.70.157.192;/29;IOM-SITE02   
77.70.157.200;/29;KCA-SITE54   
77.70.157.208;/29;OXFAM-SITE01   
77.70.157.216;/29;GIANT-SITE01   
77.70.157.224;/29;GIANT-SITE04   
77.70.157.232;/29;GIANT-SITE05   
77.70.157.240;/29;IOM-SITE03   
77.70.157.248;/29;IOM-SITE05   
77.70.158.0;/29;WHH-SITE19   
77.70.158.8;/29;DRC-SITE01 -test assignment T-288952
77.70.158.16;/29;SIN-SITE001   
77.70.158.24;/29;SIN-SITE002   
77.70.158.32;/29;SIN-SITE003   
77.70.158.40;/29;SOCFIN-SITE04   
77.70.158.48;/29;SOCFIN-SITE05   
77.70.158.56;/29;SOCFIN-SITE06   
